,Timestamp,Id,SequenceId,SequenceSet,VectorGazeX,VectorGazeY,VectorGazeZ,GazeX,GazeY
5239,638345129077385864,1451.0,1.0,1.0,0.4036815,-0.1080472,0.9084972,4513.805575668812,2040.236011147499
5240,638345129078430393,1451.0,1.0,1.0,0.3965618,-0.1051116,0.9119706,4487.106755375862,2025.5579948425293
5241,638345129078924812,1451.0,1.0,1.0,-0.01273029,-0.1218123,0.9924715,2952.2614118177444,2109.061494469642
5242,638345129079384814,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5243,638345129080428373,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5244,638345129080952884,1451.0,1.0,1.0,-0.1059739,-0.2583979,0.9602084,2602.597877383232,2791.9895350933075
5245,638345129082053272,1451.0,1.0,1.0,-0.0971486,-0.1423363,0.9850393,2635.69276034832,2211.681470274925
5246,638345129082731057,1451.0,1.0,1.0,-0.1043343,-0.1338252,0.9854975,2608.7463665753603,2169.1259890794754
5247,638345129083256031,1451.0,1.0,1.0,-0.1059165,-0.1339577,0.9853107,2602.813124656677,2169.788494706154
5248,638345129083950556,1451.0,1.0,1.0,-0.1070155,-0.1371035,0.984759,2598.6918825656176,2185.5174899101257
5249,638345129085011477,1451.0,1.0,1.0,0.09781493,-0.1702821,0.9805285,3366.805996745825,2351.4104783535004
5250,638345129085618940,1451.0,1.0,1.0,0.1339135,-0.1871349,0.9731637,3502.175632864237,2435.674533247948
5251,638345129086112325,1451.0,1.0,1.0,0.1361891,-0.1882345,0.9726357,3510.709136724472,2441.1724656820297
5252,638345129087076999,1451.0,1.0,1.0,0.1369895,-0.1900052,0.9721789,3513.710640370846,2450.0259906053543
5253,638345129087653569,1451.0,1.0,1.0,0.1271276,-0.0819883,0.9884921,3476.7285101115704,1909.9414870142937
5254,638345129088100718,1451.0,1.0,1.0,0.1021415,-0.09813364,0.9899176,3383.0306231975555,1990.6681925058365
5255,638345129089120295,1451.0,1.0,1.0,0.108104,-0.1031637,0.9887723,3405.389992520213,2015.8184841275213
5256,638345129090141302,1451.0,1.0,1.0,0.132524,-0.07830784,0.9880816,3496.964994817972,1891.5391862392423
5257,638345129090638461,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5258,638345129091121394,1451.0,1.0,1.0,-0.09469618,-0.0993266,0.9905387,2644.8893286287785,1996.6330155730247
5259,638345129092201477,1451.0,1.0,1.0,-0.1108286,-0.1100068,0.9877325,2584.392746910453,2050.0340089201927
5260,638345129093326461,1451.0,1.0,1.0,-0.1401501,-0.1236852,0.9823746,2474.43712502718,2118.4260174632072
5261,638345129093840017,1451.0,1.0,1.0,-0.2591958,-0.1470294,0.954568,2028.015732765198,2235.146999359131
5262,638345129094865245,1451.0,1.0,1.0,-0.2579085,-0.1492209,0.9545766,2032.84315019846,2246.1044937372208
5263,638345129095662946,1451.0,1.0,1.0,-0.2336076,-0.149644,0.9607466,2123.971480876208,2248.2200115919118
5264,638345129096146091,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5265,638345129096662871,1451.0,1.0,1.0,-0.3046394,-0.227574,0.924881,1857.602253556252,2637.870028614998
5266,638345129097147695,1451.0,1.0,1.0,-0.2825866,-0.179416,0.9423135,1940.300233662129,2397.0800042152405
5267,638345129097664396,1451.0,1.0,1.0,-0.277188,-0.1283178,0.9522088,1960.544988512993,2141.589015722275
5268,638345129098150262,1451.0,1.0,1.0,-0.2698306,-0.1392255,0.9527895,1988.1351962685587,2196.127489209175
5269,638345129098667205,1451.0,1.0,1.0,-0.272017,-0.1453152,0.9512572,1979.936242103577,2226.5760004520416
5270,638345129099151617,1451.0,1.0,1.0,-0.1014748,-0.1069285,0.9890749,2619.469502940774,2034.6424877643583
5271,638345129100170771,1451.0,1.0,1.0,-0.02631856,-0.1157271,0.9929323,2901.305402163416,2078.635483980179
5272,638345129100667526,1451.0,1.0,1.0,-0.0326833,-0.1226535,0.9919112,2877.437618561089,2113.267496228218
5273,638345129101129724,1451.0,1.0,1.0,-0.03664003,-0.1259347,0.9913616,2862.5998897477984,2129.6735256910324
5274,638345129102191728,1451.0,1.0,1.0,0.0,0.0,0,3000.0,1500.0
5275,638345129102688087,1451.0,1.0,1.0,-0.03186431,-0.1075779,0.993686,2880.5088317021728,2037.889488041401
